slug,name_en,name_bn,description_en,description_bn,type,price,sale_price,unit,stock,is_active,tags,image_url,agro_id,agro_url,agro_category,match_score,cloudinary_url
gp-bull-1kg-2870,GP Bull 1kg,জিপি বুল ১কেজি,For faster body weight gain . To Increase meat production . To Improve FCR and digestion . To Improve coat color and skin brightness To Improve appetite - For better feed utilization and rapid fattening,দ্রুত শরীরের ওজন বৃদ্ধির জন্য। মাংস উৎপাদন বাড়াতে। এফসিআর এবং হজমের উন্নতি করতে। কোটের রঙ এবং ত্বকের উজ্জ্বলতা উন্নত করতে ক্ষুধা বাড়াতে - ভালো ফিড ব্যবহার এবং দ্রুত মোটাতাজাকরণের জন্য,feed,350,281,1kg,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img6014.webp,2870,https://agromukam.com/gp-bull-1kg,Cattle > Cattle Nutrition > Nutritional Suppliment,1.00,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713465/products/gp-bull-1kg-2870.webp
rich-bull-syrup-1-litre-2964,Rich Bull Syrup 1 Litre,রিচ বুল সিরাপ - ১ লিটার,▪Prevents shock ▪Maintains electrolyte balance ▪Gives energy to the body,ধকল প্রতিরোধ করে ইলেক্ট্রোলাইটের ভারসাম্য রক্ষা করে শরীরে শক্তি যোগায়,feed,350,314,1litre,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img5953.webp,2964,https://agromukam.com/rich-bull-syrap-1-litre,Cattle > Cattle Nutrition > Energy & Electrolyte,1.00,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713465/products/rich-bull-syrup-1-litre-2964.webp
magic-bull-1-kg-6106,Magic Bull 1 kg,Magic Bull 1 kg,"⏩ ষাড় গরুর বীযপাত ও উত্তেজনা, অতিরিক্ত লাফালাফি, ছুটাছুটি কন্টোল করে। ⏩দৈহিক ওজন বাড়াতে সহায়তা করে।","⏩ ষাড় গরুর বীযপাত ও উত্তেজনা, অতিরিক্ত লাফালাফি, ছুটাছুটি কন্টোল করে। ⏩দৈহিক ওজন বাড়াতে সহায়তা করে।",feed,400,320,1kg,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img7817.webp,6106,https://agromukam.com/magic-bull-1-kg,Cattle > Cattle Nutrition > Calcium Supplement,1.00,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713465/products/magic-bull-1-kg-6106.webp
syno-bull-db-1kg-6245,Syno Bull DB 1kg,সাইনো বুল ডিবি 1 কেজি,"Premix for use with diets rich in vitamins, minerals, amino acids and power herbs for fattening bulls and cows.","ষাঁড় গরু মোটাতাজাকরণে ভিটামিন, মিনারেল, অ্যামাইনো এসিড ও পাওয়ার হারবাল সমৃদ্ধ খাদ্যের সাথে ব্যবহারের জন্য প্রিমিক্স",feed,410,328,1kg,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img8174.webp,6245,https://agromukam.com/syno-bull-db-1kg,Cattle > Cattle Nutrition > Growth Promoter (Organic),1.00,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713465/products/syno-bull-db-1kg-6245.webp
milk-tec-db-1kg-6239,Milk Tec DB 1kg,মিল্ক টেক ডিবি ১ কেজি,,,feed,420,336,1kg,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img8169.webp,6239,https://agromukam.com/milk-tec-db-1kg,Cattle > Cattle Nutrition > Milk Booster,1.00,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713465/products/milk-tec-db-1kg-6239.webp
gp-bull-syrup-1ltr-2721,GP Bull Syrup  1Ltr,জিপি বুল সিরাপ ১ লিটার,For faster body weight gain . To Increase meat production . To Improve FCR and digestion . To Improve coat color and skin brightness To Improve appetite - For better feed utilization and rapid fattening,দ্রুত শরীরের ওজন বৃদ্ধির জন্য। মাংস উৎপাদন বাড়াতে। এফসিআর এবং হজমের উন্নতি করতে। কোটের রঙ এবং ত্বকের উজ্জ্বলতা উন্নত করতে ক্ষুধা বাড়াতে - ভালো ফিড ব্যবহার এবং দ্রুত মোটাতাজাকরণের জন্য,feed,420,346,piece,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img11753.webp,2721,https://agromukam.com/gp-bull-syrup-1ltr,Cattle > Cattle Nutrition > Nutritional Suppliment,1.00,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713465/products/gp-bull-syrup-1ltr-2721.webp
nt-milk-1-kg-3282,NT MILK (1 KG),এনটি মিল্ক (১কেজি),ব্যবহারঃ দুধের উৎপাদন বৃদ্ধি করে। সমস্ত ধরনের পুষ্টির চাহিদা পূরণ করে সব রকমের উৎপাদন ক্ষমতা বৃদ্ধি করে এবং গ্রোথ বৃদ্ধিতে ভূমিকা রাখে দুগ্ধ প্রদানকারী গাভীতে ভিটামিন এবং স্ট্রেস মিনারেলের চাহিদা পূরণ করে। প্রজনন ক্ষমতা বৃদ্ধি করে এবং বাচ্চা প্রদানের পরে গাজীকে নিয়মিত হিট আনতে সহায়তা করে। রােগ প্রতিরােধ বৃদ্ধি করে। গবাদিপশুর রুমেনের ফাংশনকে সবসময় সচল রাখে।,ব্যবহারঃ দুধের উৎপাদন বৃদ্ধি করে। সমস্ত ধরনের পুষ্টির চাহিদা পূরণ করে সব রকমের উৎপাদন ক্ষমতা বৃদ্ধি করে এবং গ্রোথ বৃদ্ধিতে ভূমিকা রাখে দুগ্ধ প্রদানকারী গাভীতে ভিটামিন এবং স্ট্রেস মিনারেলের চাহিদা পূরণ করে। প্রজনন ক্ষমতা বৃদ্ধি করে এবং বাচ্চা প্রদানের পরে গাজীকে নিয়মিত হিট আনতে সহায়তা করে। রােগ প্রতিরােধ বৃদ্ধি করে। গবাদিপশুর রুমেনের ফাংশনকে সবসময় সচল রাখে।,feed,515,420,1kg,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img11510.webp,3282,https://agromukam.com/nt-milk-1-kg,Cattle > Cattle Nutrition > Milk Booster,1.00,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713466/products/nt-milk-1-kg-3282.webp
power-milk-tonic-1-liter-6269,Power Milk Tonic 1 Liter,পাওয়ার মিল্ক টনিক ১ লিটার,,,feed,690,552,1liter,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img8209.webp,6269,https://agromukam.com/power-milk-tonic-1-liter,Cattle > Cattle Nutrition > Milk Booster,1.00,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713466/products/power-milk-tonic-1-liter-6269.webp
mineral-brick-5-kg-6064,MINERAL BRICK 5 KG,MINERAL BRICK 5 KG,"★মিনারেল ব্লক★ □ছাগল-ভেড়া কিংবা গরুর খামারে পশু গুলোর সময়মতো হিটে না আসা, বারবার হিট মিস করা ইত্যাদি সমস্যার অন্যতম বড় কারন হচ্ছে মিনারেস এর ঘাটতি। □ খামারে পাঠার শরীরে অত্যাধিক রকমের বিশ্রি গন্ধের অন্যতম কারন মিনারেস এর ঘাটতি। মিনারেলস এর ঘাটতি হলেই পাঠা নিজের প্রস্রাব নিজে খাওয়ার চেষ্টা করে এবং সারা শরীর মেখে বাজে গন্ধের সৃষ্টি করে। □ অনেকের ছাগল বা গরু অজৈব পদার্থ যেমন- প্লাষ্টিক, পলিথিন, লোহা, মাটি ইত্যাদি কামড়ায় এগুলোও মিনারেলস এর ঘাটতি জনীত সমস্যা। □ জাবর কাটার সময় ছাগল বা গরুর মুখ দিয়ে অত","★মিনারেল ব্লক★ □ছাগল-ভেড়া কিংবা গরুর খামারে পশু গুলোর সময়মতো হিটে না আসা, বারবার হিট মিস করা ইত্যাদি সমস্যার অন্যতম বড় কারন হচ্ছে মিনারেস এর ঘাটতি। □ খামারে পাঠার শরীরে অত্যাধিক রকমের বিশ্রি গন্ধের অন্যতম কারন মিনারেস এর ঘাটতি। মিনারেলস এর ঘাটতি হলেই পাঠা নিজের প্রস্রাব নিজে খাওয়ার চেষ্টা করে এবং সারা শরীর মেখে বাজে গন্ধের সৃষ্টি করে। □ অনেকের ছাগল বা গরু অজৈব পদার্থ যেমন- প্লাষ্টিক, পলিথিন, লোহা, মাটি ইত্যাদি কামড়ায় এগুলোও মিনারেলস এর ঘাটতি জনীত সমস্যা। □ জাবর কাটার সময় ছাগল বা গরুর মুখ দিয়ে অত",feed,750,570,5kg,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img7749.webp,6064,https://agromukam.com/mineral-brick-5-kg,Cattle > Cattle Nutrition > Calcium Supplement,1.00,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713466/products/mineral-brick-5-kg-6064.webp
pink-salt-animal-licks-3-kg-6209,Pink Salt / Animal Licks (3 Kg),পিংক সল্ট /এনিমেল লিকস্- 3 কেজি,,,feed,900,,3kg,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img8377.webp,6209,https://agromukam.com/পক-সলট-এনমল-লকস-3-কজ,Cattle > Cattle Nutrition > Toxin Nutrilizer,1.00,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713466/products/pink-salt-animal-licks-3-kg-6209.webp
himalayan-pink-salt-block-3-3-5-kg-6088,Himalayan Pink Salt Block (3-3.5 kg),হিমালয়ান পিংক সল্ট ব্লক (৩-৩.৫ কেজি),Increases cow's milk Improves cow health It has 84 types of minerals,গাভীর দুধ বৃদ্ধি করে গাভীর স্বাস্থ্য বৃদ্ধি করে এতে আছে ৮৪ ধরনের মিনারেল,feed,1410,1000,3.5kg,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img7796.webp,6088,https://agromukam.com/himalayan-pink-salt-block-3-35-kg,Cattle > Cattle Feed Ingredients > Salt,1.00,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713466/products/himalayan-pink-salt-block-3-3-5-kg-6088.webp
pink-salt-animal-licks-6pc-20kg-6208,Pink Salt / Animal licks (6pc / 20kg),পিংক সল্ট /এনিমেল লিকস্- ২০ কেজি,,,feed,4000,,6pcs,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img8420.webp,6208,https://agromukam.com/পক-সলট-এনমল-লকস-২০-কজ,Cattle > Cattle Nutrition > Toxin Nutrilizer,1.00,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713466/products/pink-salt-animal-licks-6pc-20kg-6208.webp
himalayan-pink-salt-block-6-block-6089,Himalayan Pink Salt Block (6 Block),হিমালয়ান পিংক সল্ট ব্লক (৬টি ব্লক),Increases cow's milk Improves cow health It has 84 types of minerals,গাভীর দুধ বৃদ্ধি করে গাভীর স্বাস্থ্য বৃদ্ধি করে এতে আছে ৮৪ ধরনের মিনারেল,feed,6450,4500,piece,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img7797.webp,6089,https://agromukam.com/himalayan-pink-salt-block-6-block,Cattle > Cattle Feed Ingredients > Salt,1.00,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713466/products/himalayan-pink-salt-block-6-block-6089.webp
pure-fat-1-kg-6332,Pure Fat 1 Kg,পিওর ফ্যাট – ১ কেজি,"🧴 Pure Fat – 1 Kg Type: High-Energy Bypass Fat Supplement For Use In: Dairy Cattle, Buffalo, Goat, Sheep Pack Size: 1 Kg Pouch ✅ Benefits: Fulfills energy deficiency in high-yielding dairy animals Increases milk fat percentage and total yield Improves SNF (Solid Not Fat) in milk Helps in post-calving recovery and boosts animal strength Enhances FCR and reduces feed cost Provides quick energy and improves digestion 💧 Dosage: Cattle/Buffalo: 100–150 gm/day mixed with feed Goat/Sheep: 50–100 gm/d","🧴 পিওর ফ্যাট – ১ কেজি ধরন: উচ্চ মানের বাইপাস ফ্যাট (Bypass Fat Supplement) ব্যবহার: গাভী, মহিষ, ছাগল, ভেড়া ইত্যাদি গবাদিপশুর জন্য প্যাক সাইজ: ১ কেজি প্যাকেট ✅ কার্যকারিতা: দুধ দেওয়া গাভীর শক্তি ঘাটতি পূরণে সহায়ক দুধের ফ্যাটের পরিমাণ ও উৎপাদন বাড়ায় দুধে SNF (Solid Not Fat) মাত্রা উন্নত করে গর্ভবতী ও সদ্য বাচ্চা দেওয়া প্রাণীর শরীর দুর্বলতা কাটায় FCR উন্নত করে এবং উৎপাদন খরচ কমায় হজমে সহায়ক ও দ্রুত শক্তি সরবরাহ করে 💧 ব্যবহারবিধি: গরু/মহিষ: ১০০–১৫০ গ্রাম দৈনিক খাদ্যের সাথে মিশিয়ে ছাগল/ভেড়া: ৫০–১০০",feed,550,350,1kg,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img8301.webp,6332,https://agromukam.com/pure-fat-1-kg,Cattle > Cattle Nutrition > Vitamins & Minerals,0.69,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713466/products/pure-fat-1-kg-6332.webp
milky-vet-powder-250gm-5140,Milky Vet Powder 250gm,মিল্কি ভেট পাউডার ২৫০গ্রাম,"Active ingredients: Oral powder rich in chelated multi-minerals, vitamins, amino acids and probiotics • Increases milk production and fat rate • Increases milk density • Increases the duration of milk production Dosage and Administration: Cow/Buffalo: 25-30 grams Goat/sheep: 10-15 g To create an ideal diet: 1 kg/100 kg of feed Pack Size: 250 grams and 1 kg.","কার্যকরী উপাদান: চিলেটেড মাল্টি মিনারেল, ভিটামিন, অ্যামাইনো এসিড ও প্রোবায়োটিক সমৃদ্ধ ওরাল পাউডার • দুধের উৎপাদন ও ফ্যাটের হার বৃদ্ধি করে • দুধের ঘনত্ব বৃদ্ধি করে • দুধ উৎপাদনের স্থায়ীত্বকাল বৃদ্ধি করে মাত্রা ও প্রয়োগবিধি: গরু/মহিষ: ২৫-৩০ গ্রাম ছাগল/ভেড়া: ১০-১৫ গ্রাম আদর্শ ডায়েট তৈরিতে: ১ কেজি/ ১০০ কেজি খাদ্যে প্যাক সাইজ: ২৫০গ্রাম এবং ১ কেজি।",feed,170,152,250gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img5873.webp,5140,https://agromukam.com/milky-vet-powder-1kg-copy,Cattle > Cattle Nutrition > Vitamins & Minerals,0.63,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713466/products/milky-vet-powder-250gm-5140.webp
s-n-burga-fat-1-kg-6347,S.n Burga Fat 1 Kg,এস.এন. বুরগা ফ্যাট – ১ কেজি,"🥛 S.N Burga Fat – 1 Kg Type: Bypass Fat Supplement For: Cattle, Buffalo, Goat, and other livestock Pack Size: 1 Kg ✅ Benefits: Increases milk fat and yield Improves body weight and energy level Supports better reproductive performance Enhances Feed Conversion Ratio (FCR) Helps manage metabolic stress and post-calving recovery Improves Body Condition Score (BCS) in dairy cows 💧 Dosage: Cow: 100–200 g/day Buffalo: 150–250 g/day Goat/Sheep: 30–50 g/day ❗ Mix thoroughly with daily feed ❗ Use under","🥛 এস.এন. বুরগা ফ্যাট – ১ কেজি ধরন: বাইপাস ফ্যাট সাপ্লিমেন্ট (Bypass Fat) ব্যবহার: গরু, মহিষ, ছাগল ও অন্যান্য দুগ্ধ ও মাংস উৎপাদনকারী প্রাণীর জন্য প্যাক সাইজ: ১ কেজি ✅ উপকারিতা: দুধের ফ্যাট ও পরিমাণ বৃদ্ধি করে প্রাণীর শক্তি ও ওজন বৃদ্ধি করে গাভীর পুনঃপ্রজনন ক্ষমতা উন্নত করে খাদ্যের FCR উন্নত করে মেটাবলিক স্ট্রেস ও দুধ কমে যাওয়া প্রতিরোধে সহায়ক দুগ্ধ গাভীর বডি কন্ডিশন স্কোর (BCS) উন্নত করে 💧 ব্যবহারবিধি: গাভী: দৈনিক ১০০–২০০ গ্রাম মহিষ: দৈনিক ১৫০–২৫০ গ্রাম ছাগল/ভেড়া: দৈনিক ৩০–৫০ গ্রাম ❗ খাদ্যের স",feed,550,350,1kg,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img8324.webp,6347,https://agromukam.com/sn-burga-fat-1-kg,Cattle > Cattle Nutrition > Growth Promoter (Organic),0.63,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713466/products/s-n-burga-fat-1-kg-6347.webp
milky-vet-powder-1kg-5139,Milky Vet Powder 1Kg,মিল্কি ভেট পাউডার ১ কেজি,"Active ingredients: Oral powder rich in chelated multi-minerals, vitamins, amino acids and probiotics • Increases milk production and fat rate • Increases milk density • Increases the duration of milk production Dosage and Administration: Cow/Buffalo: 25-30 grams Goat/sheep: 10-15 g To create an ideal diet: 1 kg/100 kg of feed Pack Size: 250 grams and 1 kg.","কার্যকরী উপাদান: চিলেটেড মাল্টি মিনারেল, ভিটামিন, অ্যামাইনো এসিড ও প্রোবায়োটিক সমৃদ্ধ ওরাল পাউডার • দুধের উৎপাদন ও ফ্যাটের হার বৃদ্ধি করে • দুধের ঘনত্ব বৃদ্ধি করে • দুধ উৎপাদনের স্থায়ীত্বকাল বৃদ্ধি করে মাত্রা ও প্রয়োগবিধি: গরু/মহিষ: ২৫-৩০ গ্রাম ছাগল/ভেড়া: ১০-১৫ গ্রাম আদর্শ ডায়েট তৈরিতে: ১ কেজি/ ১০০ কেজি খাদ্যে প্যাক সাইজ: ২৫০গ্রাম এবং ১ কেজি।",feed,500,459,1kg,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img5872.webp,5139,https://agromukam.com/milky-vet-powder-1kg,Cattle > Cattle Nutrition > Vitamins & Minerals,0.63,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713467/products/milky-vet-powder-1kg-5139.webp
ep-fat-1-kg-6401,EP- FAT	1 Kg,ইপি- ফ্যাট ১ কেজি,"Composition: Each 100 gm contains: Vitamin A-2 gm. Vitamin 12.60 gm Vitamin D3-2. gm, Corn Powder 60 gm Calcium Carbonate 23.4 gm Indication: To fatten cows, increase milk and meat production, To promote rapid physical growth in post-partum cows, To increase the fat and protein levels in milk, To improve milk quality, To reduce the rate of metabolic diseases such as acidosis in cows, To increase the amount of progesterone in the body when the cow is pregnant, Prevents the production of harmful m","গঠন: Each 100 gm contains: Vitamin A-2 gm. Vitamin 12.60 gm Vitamin D3-2. gm, Corn Powder 60 gm Calcium Carbonate 23.4 gm নির্দেশনাঃ গরু মোটাতাজাকরণ, গরুর দুধ ও মাংস উৎপাদন বৃদ্ধি করনে, গাভীর প্রসব পরবর্তী সময়ে দ্রুত শারীরিক বৃদ্ধি ত্বরান্বিত করনে, দুধে ফ্যাট ও প্রোটিনের মাত্রা বৃদ্ধি করণে, দুধের গুণাগুণ বাড়াতে, গরুর মেটাবলিজম ডিজি যেমনঃ এসিডোসিস রোগের হার কমাতে, গাভীর গর্ভবতী অবস্থায় শরীরের প্রোজেস্টরনের পরিমান বৃদ্ধি করনে, গরুর শরীরে ক্ষতিকারক মিথেন গ্যাস তৈরীতে বাধা প্রদান করে, পরিপাক ক্রি",feed,587,478,1kg,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img8423.webp,6401,https://agromukam.com/ep-fat1-kg,Cattle > Cattle Nutrition > Growth Promoter (Organic),0.63,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713467/products/ep-fat-1-kg-6401.webp
adek-vet-powder-5gm-4841,Adek Vet Powder 5gm,অ্যাডেক ভেট পাউডার ৫ গ্রাম,"AdekTM Vet Vitamin A Acetate, Vitamin D3, Vitamin E &amp; Vitamin K3 MSB Oral Powder Cattle Loving Flavoured Description Combination of vitamin A, D3, E and K for cattle reproductive performance increase. Composition Each sachets contains Vitamin A Acetate 5,00,000 IU Vitamin D3 2,00,000 IU Vitamin E 200 mg Vitamin K3 MSB 50 mg Usages  Deficiency of vitamin A, D3, E and K  To improve reproductive performance  To increase fertility and conception rate  To increase milk and meat production  T","AdekTM Vet ভিটামিন এ অ্যাসিটেট, ভিটামিন ডি 3, ভিটামিন ই এবং ভিটামিন কে 3 এমএসবি ওরাল পাউডার গবাদি পশুর পছন্দ বর্ণনা গবাদি পশুর প্রজনন কর্মক্ষমতা বৃদ্ধির জন্য ভিটামিন A, D3, E এবং K এর সংমিশ্রণ। গঠন প্রতিটি থলিতে থাকে ভিটামিন এ অ্যাসিটেট 5,00,000 IU ভিটামিন D3 2,00,000 IU ভিটামিন ই 200 মিলিগ্রাম ভিটামিন K3 MSB 50 মিগ্রা ব্যবহার  ভিটামিন A, D3, E এবং K এর অভাব  প্রজনন কর্মক্ষমতা উন্নত করতে  উর্বরতা এবং গর্ভধারণের হার বৃদ্ধি করা  দুধ ও মাংস উৎপাদন বৃদ্ধি করা  রক্তক্ষরণ নিয়ন্ত্রণ করা ডোজ এবং প",feed,25,22,5gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img6185.webp,4841,https://agromukam.com/adek-vet-powder-5g,Cattle > Cattle Nutrition > Vitamins & Minerals,0.58,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713467/products/adek-vet-powder-5gm-4841.webp
eskavit-db-plus-100-gm-powder-5014,Eskavit DB Plus 100 gm Powder,এসকাভিট ডিবি প্লাস ১০০গ্রাম পাউডার,"Eskavit® DB Plus Powder Combination of Essential Vitamins, Minerals &amp; Amino Acids to bring maximum production of milk &amp; meat of livestock Composition Each kg powder contains; Vitamin A 6.00 MIU; Copper 1.00 gm Vitamin D3 2.00 MIU; Cobalt 0.80 gm Vitamin E 0.75 gm; Iodine 0.18 gm Calcium 237.00 gm; Selenium 1.00 mg Phosphorus 54.00 gm; L-Lysine 1.17 gm Magnesium 5.00 gm; Methionine 2.25 gm Manganese 1.00 gm; Antioxidant, Anticaking&amp; Aromatized excipient q.s 1 Kg Zinc 2.00 gm; Iron 2.0","এসকাভিট ডিবি প্লাস পাউডার অত্যাবশ্যকীয় ভিটামিন, খনিজ পদার্থ এবং অ্যামিনো অ্যাসিডের সমন্বয়ে গবাদি পশুর দুধ ও মাংসের সর্বোচ্চ উৎপাদন গঠন প্রতি কেজি পাউডার থাকে; ভিটামিন এ 6.00 এমআইইউ; কপার 1.00 গ্রাম ভিটামিন D3 2.00 MIU; কোবাল্ট 0.80 গ্রাম ভিটামিন ই 0.75 গ্রাম; আয়োডিন 0.18 গ্রাম ক্যালসিয়াম 237.00 গ্রাম; সেলেনিয়াম 1.00 মিলিগ্রাম ফসফরাস 54.00 গ্রাম; এল-লাইসিন 1.17 গ্রাম ম্যাগনেসিয়াম 5.00 গ্রাম; মেথিওনিন 2.25 গ্রাম ম্যাঙ্গানিজ 1.00 গ্রাম; অ্যান্টিঅক্সিডেন্ট, অ্যান্টিকেকিং এবং সুগন্ধযুক্ত এক্সিপ",feed,90,76,100gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img6206.webp,5014,https://agromukam.com/eskavit-db-plus-100-gm-powder,Cattle > Cattle Nutrition > Vitamins & Minerals,0.58,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713467/products/eskavit-db-plus-100-gm-powder-5014.webp
milkex-powder-100-g-7439,Milkex Powder 100 g,মিল্কেক্স পাউডার ১০০ গ্রাম,"Composition: Lactobacillus sporogenes, Lactobacillus acidophilus, Saccharomyces cerevisae, Saccharomyces boulardii, Enzymes, Amino acids, Trace minerals, Fat soluble vitamins, Water soluble vitamins. Indication: Stabilizes ruminal pH to improve intestinal ecology and rate of fermentation to enhance production of Volatile Fatty Acids (VFS), The substance for production of lactose and butter fat, Promotes growth of beneficial bio-mass to enhance production of bio-mass to increase milk production, ","মিল্কেক্স পাউডার ১০০ গ্রাম সংগঠন: ল্যাক্টোব্যাসিলাস স্পোরোজেনেস, ল্যাক্টোব্যাসিলাস অ্যাসিডোফিলাস, স্যাক্যারোমাইসেস সেরিভিসিয়ি, স্যাক্যারোমাইসেস বুলার্ডি, এনজাইম, অ্যামিনো অ্যাসিড, ট্রেস মিনারেল, ফ্যাট সলিউবল ভিটামিন, ওয়াটার সলিউবল ভিটামিন। ইঙ্গিত: রুমেনের পিএইচ স্থিতিশীল করে অন্ত্রের পরিবেশ ও ফারমেন্টেশনের হার উন্নত করে, যা ভোলাটাইল ফ্যাটি অ্যাসিড (VFA) উৎপাদন বাড়ায় — যা ল্যাক্টোজ ও বাটার ফ্যাট উৎপাদনের জন্য প্রয়োজনীয়। উপকারী মাইক্রোবায়াল বায়োমাস বৃদ্ধিকে উৎসাহিত করে দুধ উৎপাদন বৃদ্ধি কর",feed,190,173,100gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img9905.webp,7439,https://agromukam.com/milkex-powder-100-g,Cattle > Cattle Nutrition > Vitamins & Minerals,0.58,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713467/products/milkex-powder-100-g-7439.webp
polyfat-powder-500-gm-5626,Polyfat Powder -500 gm,পলিফ্যাট পাউডার -৫০০ গ্রাম,"""composition"": ""Each Kg Premix Contains : Crude fat Min…99.5% (Unsaturated fatty acids Max…3.0%, Palmitic acid (C16:0) Min…85.0%, Stearic acid (C18:0) Max…5.0%, Others…7.0%)"", ""indication"": ""Polyfat helps to – Improve milk solid fat production &amp; milk quality, Increase milk production, Increase body weight gain, Supply energy at any type of stress, Reduce chance of ketosis &amp; fatty liver, Reduce calving interval &amp; improve fertility."", ""dosage"": ""Route of administration : For Oral admin",পলিফ্যাট হলো রুমেন বাইপাস ফ্যাট যা গবাদিপ্রাণীর পরিপাকতন্ত্রের জন্য উপযুক্ত এবং দুধ ও মাংস উৎপাদন বৃদ্ধিতে সহায়তা করে। কার্যকরী উপাদান প্রতি কেজি পাউডার-এ রয়েছেক্রুড ফ্যাট কমপক্ষে.............................. ৯৯.৫% আনস্যাচুরেটেড ফ্যাটি এসিড সর্বো”চ পালমিটিক এসিড কমপক্ষে...... ৮৫.০% স্টিয়ারিক এসিড সর্বো”চ......... ৫.০% অন্যান্য............................................ ৭% নির্দেশনা ● দুধের সলিড ফ্যাট-এর পরিমাণ ও গুণগত মান ঠিক রাখতে ● দুধের উৎপাদন বৃদ্ধি করতে ● মাংস উৎপাদন বৃদ্ধি করতে ● যে কোন ,feed,320,308,500gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img6905.webp,5626,https://agromukam.com/polyfat-powder-1000-gm-sachet-2,Cattle > Cattle Nutrition > Milk Booster,0.58,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713467/products/polyfat-powder-500-gm-5626.webp
orulina-vet-powder-100g-7805,Orulina-Vet Powder 100g,ওরুলিনা-ভেট পাউডার ১০০ গ্রাম,"Orulina-Vet Powder 100g Benefits: - Higher milk yield - Proven benefits for animals, especially during lactation phase - To ensure proper growth of poultry - Eliminates bacteria and infections thus enhance disease resistance - Ensure yolk color - Increases the fertility and re-productivity of laying hens How to use: Cattle: 10-15 mg per kg of live weight with feed. Horse: 20 gm/day for 1 month Poultry (breeder, layer and broiler): 5-10 gm per kg feed. Or, 15-20 gm/L in drinking water. Or, as dir","ওরুলিনা-ভেট পাউডার ১০০ গ্রাম উপকারিতা: দুধের উৎপাদন বৃদ্ধি করে বিশেষ করে দুগ্ধদান পর্যায়ে প্রাণীর জন্য প্রমাণিত উপকারিতা প্রদান করে পোল্ট্রির সঠিক বৃদ্ধি নিশ্চিত করে ব্যাকটেরিয়া ও সংক্রমণ দূর করে, ফলে রোগ প্রতিরোধ ক্ষমতা বৃদ্ধি পায় কুসুমের রঙ নিশ্চিত করে ডিমপাড়া মুরগির প্রজনন ক্ষমতা ও উর্বরতা বৃদ্ধি করে ব্যবহার পদ্ধতি: গরু: প্রতি কেজি জীবিত ওজনের জন্য ১০-১৫ মি.গ্রা. খাদ্যের সাথে মিশিয়ে দিন। ঘোড়া: প্রতিদিন ২০ গ্রাম, ১ মাসের জন্য। পোল্ট্রি (ব্রীডার, লেয়ার ও ব্রয়লার): প্রতি কেজি খাদ্যে ৫-১০",feed,378,341,100gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img10482.webp,7805,https://agromukam.com/orulina-vet-powder-100g,Cattle > Cattle Nutrition > Milk Booster,0.58,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713467/products/orulina-vet-powder-100g-7805.webp
